player_id,player_name,team_context,team,season,source_bucket,competition_name,competition_family,seniority,appearances,goals,appearances_source_text,goals_source_text,source_id,source_url,source_granularity
messi,Lionel Messi,club,Barcelona,2015-16,Other,Other,all_other_club,senior,4,4,4,4,wikipedia_messi_career_stats,https://en.wikipedia.org/wiki/Lionel_Messi,season_bucket
messi,Lionel Messi,club,Barcelona,2016-17,League,La Liga,national_league,senior,34,37,34,37,wikipedia_messi_career_stats,https://en.wikipedia.org/wiki/Lionel_Messi,season_bucket
messi,Lionel Messi,club,Barcelona,2016-17,National cup,National cup,domestic_cup,senior,7,5,7,5,wikipedia_messi_career_stats,https://en.wikipedia.org/wiki/Lionel_Messi,season_bucket
messi,Lionel Messi,club,Barcelona,2016-17,Continental,Continental,continental_federation_cup,senior,9,11,9,11,wikipedia_messi_career_stats,https://en.wikipedia.org/wiki/Lionel_Messi,season_bucket
messi,Lionel Messi,club,Barcelona,2016-17,Other,Other,all_other_club,senior,2,1,2,1,wikipedia_messi_career_stats,https://en.wikipedia.org/wiki/Lionel_Messi,season_bucket
messi,Lionel Messi,club,Barcelona,2017-18,League,La Liga,national_league,senior,36,34,36,34,wikipedia_messi_career_stats,https://en.wikipedia.org/wiki/Lionel_Messi,season_bucket
messi,Lionel Messi,club,Barcelona,2017-18,National cup,National cup,domestic_cup,senior,6,4,6,4,wikipedia_messi_career_stats,https://en.wikipedia.org/wiki/Lionel_Messi,season_bucket
messi,Lionel Messi,club,Barcelona,2017-18,Continental,Continental,continental_federation_cup,senior,10,6,10,6,wikipedia_messi_career_stats,https://en.wikipedia.org/wiki/Lionel_Messi,season_bucket
messi,Lionel Messi,club,Barcelona,2017-18,Other,Other,all_other_club,senior,2,1,2,1,wikipedia_messi_career_stats,https://en.wikipedia.org/wiki/Lionel_Messi,season_bucket
messi,Lionel Messi,club,Barcelona,2018-19,League,La Liga,national_league,senior,34,36,34,36,wikipedia_messi_career_stats,https://en.wikipedia.org/wiki/Lionel_Messi,season_bucket
messi,Lionel Messi,club,Barcelona,2018-19,National cup,National cup,domestic_cup,senior,5,3,5,3,wikipedia_messi_career_stats,https://en.wikipedia.org/wiki/Lionel_Messi,season_bucket
messi,Lionel Messi,club,Barcelona,2018-19,Continental,Continental,continental_federation_cup,senior,10,12,10,12,wikipedia_messi_career_stats,https://en.wikipedia.org/wiki/Lionel_Messi,season_bucket
messi,Lionel Messi,club,Barcelona,2018-19,Other,Other,all_other_club,senior,1,0,1,0,wikipedia_messi_career_stats,https://en.wikipedia.org/wiki/Lionel_Messi,season_bucket
messi,Lionel Messi,club,Barcelona,2019-20,League,La Liga,national_league,senior,33,25,33,25,wikipedia_messi_career_stats,https://en.wikipedia.org/wiki/Lionel_Messi,season_bucket
messi,Lionel Messi,club,Barcelona,2019-20,National cup,National cup,domestic_cup,senior,2,2,2,2,wikipedia_messi_career_stats,https://en.wikipedia.org/wiki/Lionel_Messi,season_bucket
messi,Lionel Messi,club,Barcelona,2019-20,Continental,Continental,continental_federation_cup,senior,8,3,8,3,wikipedia_messi_career_stats,https://en.wikipedia.org/wiki/Lionel_Messi,season_bucket
messi,Lionel Messi,club,Barcelona,2019-20,Other,Other,all_other_club,senior,1,1,1,1,wikipedia_messi_career_stats,https://en.wikipedia.org/wiki/Lionel_Messi,season_bucket
